"bin","age","income"
"80-",80,32500000
"40-49",40,81000000
"40-49",41,64500000
"30-39",34,35000000
"20-29",24,14500000
"30-39",32,28500000
"30-39",36,51000000
"30-39",31,69000000
"40-49",43,70500000
"30-39",32,41500000
"40-49",48,42000000
"30-39",39,35000000
"20-29",26,53500000
"60-69",61,56000000
"50-59",59,60500000
"50-59",51,35500000
"50-59",50,72000000
"30-39",33,29000000
"40-49",47,39500000
"20-29",23,11000000
"40-49",44,58000000
"50-59",51,49000000
"20-29",23,12000000
"10-19",18,10000000
"40-49",48,31000000
"20-29",29,28000000
"20-29",24,20000000
"20-29",26,35500000
"40-49",44,45000000
"30-39",35,36000000
"40-49",40,66500000
"50-59",50,24500000
"70-79",75,22500000
"20-29",22,14500000
"30-39",33,75500000
"40-49",45,35000000
"60-69",69,26500000
"20-29",28,43000000
"20-29",26,49000000
"30-39",36,45000000
"30-39",39,43500000
"60-69",65,24000000
"50-59",56,39500000
"20-29",22,15000000
"20-29",27,44000000
"20-29",28,28000000
"40-49",48,30000000
"70-79",70,38500000
"30-39",38,34000000
"60-69",67,33000000
"80-",84,24000000
"20-29",27,45500000
"80-",85,22000000
"80-",87,20500000
"30-39",32,10500000
"30-39",32,38000000
"20-29",20,23500000
"40-49",46,41500000
"40-49",41,67000000
"50-59",52,15500000
"40-49",44,48000000
"20-29",24,21000000
"20-29",21,22000000
"20-29",22,26500000
"70-79",74,26000000
"40-49",47,41500000
"30-39",38,44500000
"20-29",27,51000000
"30-39",33,36000000
"60-69",64,39000000
"20-29",27,39500000
"30-39",38,37500000
"50-59",54,24000000
"40-49",46,66500000
"40-49",40,69000000
"30-39",35,35000000
"40-49",47,36500000
"30-39",31,63500000
"30-39",33,43000000
"40-49",43,47000000
"20-29",20,16000000
"30-39",36,66000000
"60-69",63,28000000
"40-49",46,39500000
"40-49",49,24500000
"20-29",23,22000000
"30-39",34,68000000
"50-59",51,54000000
"20-29",22,19500000
"20-29",29,45000000
"60-69",61,47000000
"20-29",22,14500000
"20-29",28,51000000
"30-39",30,21000000
"40-49",46,40500000
"30-39",34,57000000
"20-29",26,55500000
"80-",81,28000000
"40-49",48,33500000
"20-29",21,5000000
"50-59",54,34500000
"50-59",53,27500000
"20-29",28,49000000
"20-29",27,35500000
"80-",83,28500000
"70-79",70,31000000
"30-39",33,49000000
"50-59",56,9500000
"30-39",34,16000000
"70-79",78,27500000
"60-69",64,38500000
"10-19",19,31000000
"30-39",38,29000000
"60-69",61,34500000
"20-29",28,26500000
"50-59",56,31000000
"30-39",34,46000000
"50-59",53,34500000
"30-39",37,26500000
"60-69",67,26500000
"50-59",51,32000000
"60-69",66,13500000
"40-49",43,41000000
"30-39",31,40000000
"30-39",35,41500000
"80-",87,26500000
"80-",80,31500000
"30-39",34,51500000
"50-59",52,53500000
"30-39",39,48500000
"80-",80,23500000
"60-69",63,50000000
"40-49",49,29500000
"40-49",42,48000000
"30-39",33,40000000
"60-69",69,5500000
"70-79",78,19000000
"30-39",39,58000000
"60-69",65,36000000
"40-49",49,29500000
"50-59",52,54500000
"40-49",46,32500000
"20-29",22,15500000
"20-29",27,37000000
"20-29",24,9000000
"30-39",38,41500000
"30-39",38,31000000
"40-49",47,27500000
"30-39",32,36000000
"40-49",48,47000000
"30-39",30,65500000
"20-29",21,28000000
"20-29",21,28500000
"50-59",56,15000000
"70-79",72,20500000
"20-29",22,13500000
"20-29",29,41500000
"80-",89,24000000
"70-79",78,22500000
"40-49",49,37000000
"20-29",22,4500000
"50-59",59,37500000
"20-29",24,15500000
"60-69",67,28500000
"40-49",45,41000000
"30-39",36,56500000
"40-49",46,32500000
"60-69",60,49000000
"50-59",50,41000000
"40-49",46,47000000
"50-59",51,62500000
"80-",87,26500000
"10-19",18,4000000
"30-39",31,47500000
"60-69",69,19500000
"20-29",20,15000000
"30-39",38,40000000
"40-49",48,22000000
"30-39",33,29000000
"20-29",23,18000000
"40-49",42,45000000
"50-59",51,38000000
"40-49",43,27000000
"50-59",59,31500000
"60-69",66,23000000
"30-39",30,37500000
"40-49",46,43000000
"50-59",57,16500000
"80-",85,21500000
"50-59",59,42000000
"20-29",26,35000000
"60-69",61,34000000
"30-39",37,43000000
"60-69",64,30500000
"20-29",20,24000000
"20-29",20,20500000
"20-29",27,43000000
"60-69",69,35000000
"30-39",36,72500000
"60-69",67,24000000
"30-39",34,51500000
"30-39",37,57000000
"30-39",33,61500000
"40-49",43,39000000
"30-39",36,45500000
"10-19",18,11500000
"40-49",42,48000000
"60-69",66,25500000
"60-69",61,39000000
"30-39",35,51500000
"50-59",55,42000000
"20-29",20,9000000
"20-29",22,22000000
"20-29",29,62000000
"20-29",27,52000000
"20-29",29,63500000
"30-39",36,39500000
"20-29",28,49000000
"20-29",21,17500000
"30-39",33,53000000
"20-29",24,20500000
"20-29",22,19500000
"50-59",56,46500000
"20-29",28,47000000
"80-",88,11500000
"70-79",78,31500000
"60-69",64,31500000
"80-",83,31000000
"30-39",35,41000000
"10-19",18,21000000
"40-49",49,37000000
"20-29",25,38000000
"20-29",28,54500000
"20-29",25,31500000
"30-39",35,60500000
"30-39",39,57000000
"60-69",61,46000000
"40-49",47,19000000
"50-59",50,16000000
"40-49",46,36000000
"40-49",40,10000000
"20-29",26,41000000
"50-59",56,51500000
"50-59",58,74500000
"20-29",27,47000000
"40-49",41,50000000
"30-39",36,41500000
"30-39",34,41500000
"80-",83,36500000
"40-49",44,32000000
"70-79",71,32500000
"40-49",47,32000000
"60-69",63,38500000
"20-29",29,32500000
"30-39",39,69000000
"30-39",36,67000000
"10-19",19,22500000
"50-59",58,43000000
"30-39",33,53000000
"50-59",59,38000000
"60-69",62,31000000
"60-69",61,47000000
"80-",80,46500000
"40-49",45,27500000
"60-69",67,16500000
"30-39",39,51000000
"20-29",21,4000000
"30-39",33,29500000
"40-49",42,31000000
"30-39",30,47500000
"30-39",37,58500000
"40-49",47,15500000
"50-59",50,49500000
"20-29",28,54000000
"40-49",40,66500000
"20-29",27,36000000
"60-69",63,55500000
"50-59",52,38000000
"70-79",70,33000000
"10-19",18,15500000
"30-39",31,37500000
"10-19",19,14500000
"30-39",38,47000000
"30-39",32,51500000
"20-29",22,16500000
"30-39",39,30000000
"20-29",26,53000000
"80-",83,28000000
"70-79",76,32000000
"50-59",57,65000000
"30-39",38,40500000
"60-69",68,16000000
"40-49",44,47500000
"60-69",63,50000000
"30-39",39,60000000
"20-29",22,12000000
"50-59",58,51000000
"20-29",28,53000000
"60-69",64,39500000
"20-29",28,34000000
"70-79",74,25000000
"20-29",28,52000000
"20-29",25,45000000
"40-49",46,60500000
"30-39",35,30500000
"30-39",30,65500000
"10-19",18,25000000
"40-49",42,40500000
"20-29",27,67500000
"40-49",49,34000000
"30-39",38,37500000
"10-19",18,14000000
"50-59",56,28500000
"40-49",40,29500000
"50-59",51,41000000
"20-29",22,14000000
"30-39",37,33000000
"50-59",56,29000000
"50-59",54,43000000
"40-49",47,45000000
"70-79",77,14500000
"70-79",70,28000000
"60-69",67,24000000
"30-39",38,48000000
"40-49",42,19500000
"60-69",61,32500000
"20-29",22,15000000
"50-59",52,39000000
"30-39",39,40000000
"50-59",51,35500000
"20-29",23,20500000
"70-79",72,24500000
"30-39",36,16000000
"30-39",36,51000000
"50-59",50,31500000
"40-49",46,30000000
"20-29",20,16000000
"30-39",33,29500000
"30-39",37,48000000
"50-59",59,56000000
"80-",88,32000000
"30-39",30,30000000
"30-39",37,38500000
"60-69",61,38000000
"30-39",31,43500000
"20-29",26,45500000
"20-29",20,13000000
"60-69",61,26500000
"70-79",78,24000000
"40-49",43,55500000
"30-39",30,46500000
"20-29",24,11500000
"20-29",29,56500000
"30-39",36,67000000
"40-49",42,56500000
"40-49",48,36500000
"30-39",37,82500000
"10-19",18,21000000
"30-39",35,58500000
"20-29",25,48000000
"20-29",23,13500000
"30-39",30,30500000
"30-39",32,58000000
"50-59",50,37500000
"20-29",20,21500000
"20-29",26,19500000
"60-69",68,33000000
"20-29",29,76500000
"20-29",27,98500000
"20-29",21,20500000
"20-29",25,50000000
"50-59",56,40500000
"30-39",38,48500000
"50-59",58,41000000
"40-49",47,44000000
"30-39",35,31500000
"60-69",63,46500000
"50-59",59,27000000
"30-39",37,53000000
"50-59",54,37000000
"40-49",46,43500000
"60-69",66,26500000
"20-29",28,52500000
"60-69",66,33500000
"30-39",38,45500000
"70-79",74,42000000
"30-39",37,52500000
"50-59",58,43000000
"20-29",21,16000000
"30-39",34,34500000
"20-29",26,37000000
"20-29",27,64500000
"20-29",27,40000000
"50-59",53,29000000
"30-39",35,35000000
"70-79",70,29000000
"30-39",36,64500000
"20-29",21,15000000
"60-69",63,39500000
"30-39",38,44500000
"40-49",40,61500000
"20-29",27,40000000
"40-49",44,42000000
"40-49",47,41500000
"30-39",30,30500000
"20-29",24,15500000
"30-39",31,43000000
"30-39",31,23500000
"20-29",20,21500000
"50-59",55,39000000
"30-39",30,54000000
"60-69",65,30000000
"30-39",30,56000000
"50-59",52,15500000
"40-49",48,39000000
"30-39",30,27000000
"50-59",55,51500000
"40-49",48,28000000
"50-59",57,47500000
"40-49",44,47500000
"70-79",79,32000000
"20-29",26,73500000
"30-39",37,47500000
"50-59",59,23000000
"20-29",26,57000000
"30-39",35,43500000
"60-69",68,26500000
"40-49",49,41000000
"20-29",20,15500000
"30-39",32,34000000
"40-49",46,56000000
"10-19",19,28000000
"30-39",33,44500000
"40-49",40,63500000
"20-29",26,54500000
"20-29",29,58000000
"50-59",54,50500000
"50-59",51,34000000
"20-29",21,9000000
"20-29",29,38000000
"20-29",27,51000000
"50-59",59,26000000
"70-79",77,21000000
"40-49",40,28500000
"70-79",73,24000000
"30-39",33,21000000
"20-29",29,37000000
"20-29",28,35500000
"70-79",75,30000000
"30-39",38,12500000
"30-39",31,74500000
"40-49",42,79500000
"70-79",72,31000000
"20-29",27,54500000
"20-29",27,65000000
"30-39",32,54000000
"30-39",32,38500000
"60-69",66,19500000
"30-39",32,92500000
"40-49",48,25000000
"40-49",49,43000000
"20-29",25,33000000
"50-59",57,27000000
"40-49",46,32500000
"70-79",77,23500000
"50-59",52,24000000
"40-49",42,42500000
"30-39",37,55500000
"30-39",36,48000000
"20-29",24,16500000
"60-69",63,39000000
"70-79",74,35500000
"30-39",32,54500000
"40-49",46,19000000
"30-39",30,26500000
"20-29",28,71000000
"60-69",66,21000000
"40-49",45,37000000
"60-69",63,35000000
"50-59",59,53500000
"20-29",23,16500000
"50-59",54,28000000
"20-29",22,13500000
"70-79",70,31000000
"40-49",43,51500000
"20-29",24,27500000
"50-59",55,25500000
"60-69",69,19000000
"20-29",29,45500000
"70-79",79,22000000
"60-69",67,33500000
"50-59",50,71000000
"80-",86,31000000
"40-49",49,38000000
"60-69",62,37500000
"20-29",27,45000000
"20-29",29,35500000
"20-29",27,49000000
"20-29",23,19500000
"60-69",60,25000000
"80-",83,35500000
"30-39",34,64000000
"40-49",46,43500000
"30-39",31,25500000
"20-29",28,27000000
"50-59",55,35000000
"30-39",37,41500000
"20-29",22,19500000
"20-29",28,50000000
"30-39",30,59000000
"30-39",30,65500000
"50-59",52,42000000
"30-39",36,51000000
"30-39",38,30500000
"20-29",24,6500000
"80-",81,26500000
"50-59",56,16000000
"20-29",21,10500000
"40-49",44,45500000
"40-49",40,43500000
"40-49",45,46000000
"60-69",67,41000000
"20-29",27,64000000
"20-29",25,58000000
"20-29",20,14000000
"40-49",43,49500000
"20-29",28,42500000
"80-",88,23500000
"20-29",28,50000000
"20-29",25,52000000
"40-49",48,36000000
"30-39",37,46500000
"40-49",48,37000000
"20-29",23,23000000
"30-39",32,67500000
"30-39",37,33000000
"20-29",28,56500000
"20-29",23,15000000
"30-39",39,46000000
"30-39",38,37000000
"20-29",28,37500000
"40-49",46,32000000
"70-79",70,15500000
"50-59",51,51500000
"20-29",29,32500000
"60-69",62,37000000
"30-39",35,40500000
"30-39",39,69500000
"20-29",25,54500000
"70-79",79,29000000
"10-19",19,19000000
"20-29",29,51500000
"20-29",27,54000000
"40-49",42,35500000
"20-29",28,80000000
"40-49",44,47000000
"30-39",33,44000000
"30-39",31,26500000
"20-29",28,58000000
"20-29",20,16000000
"70-79",73,35000000
"70-79",76,31000000
"50-59",51,38000000
"20-29",25,45500000
"60-69",66,36500000
"20-29",24,19000000
"30-39",31,51500000
"20-29",24,17500000
"50-59",55,48000000
"40-49",46,40500000
"60-69",65,15500000
"80-",80,12500000
"40-49",43,57000000
"30-39",37,30000000
"20-29",27,47000000
"80-",80,33000000
"70-79",75,37000000
"70-79",72,25500000
"40-49",47,9500000
"30-39",31,38500000
"20-29",29,46000000
"30-39",39,24500000
"70-79",78,24000000
"50-59",51,37500000
"20-29",23,6000000
"40-49",46,31500000
"40-49",43,47500000
"50-59",51,29000000
"30-39",32,46000000
"50-59",57,60500000
"60-69",64,39500000
"20-29",29,49500000
"30-39",30,47000000
"20-29",28,55500000
"20-29",29,65500000
"60-69",68,35500000
"40-49",44,25000000
"20-29",26,44000000
"20-29",23,16000000
"50-59",52,54000000
"50-59",57,45000000
"20-29",22,16500000
"20-29",22,21500000
"20-29",20,20500000
"20-29",20,25000000
"30-39",39,50500000
"10-19",18,24500000
"20-29",29,33500000
"70-79",73,23000000
"40-49",42,30500000
"30-39",37,35000000
"40-49",44,42000000
"20-29",27,61500000
"20-29",20,20000000
"70-79",71,37500000
"70-79",74,24000000
"30-39",35,49500000
"40-49",40,55000000
"40-49",41,67000000
"30-39",33,41000000
"50-59",54,21500000
"20-29",22,21000000
"50-59",55,43500000
"20-29",27,52500000
"50-59",52,36000000
"30-39",32,33500000
"60-69",61,47000000
"60-69",64,34000000
"30-39",34,8500000
"30-39",30,6500000
"30-39",38,10500000
"40-49",44,33000000
"50-59",51,43500000
"40-49",49,44000000
"10-19",18,12000000
"20-29",22,20000000
"80-",82,23500000
"70-79",70,30000000
"50-59",57,34000000
"80-",86,19000000
"20-29",27,72500000
"20-29",25,38000000
"10-19",18,19500000
"50-59",59,26000000
"30-39",34,45000000
"30-39",31,47500000
"30-39",39,41000000
"20-29",24,21000000
"20-29",23,17000000
"50-59",56,37500000
"40-49",44,58000000
"30-39",30,69500000
"50-59",53,37000000
"40-49",40,46500000
"20-29",27,39500000
"40-49",46,35000000
"20-29",23,13500000
"30-39",39,49500000
"50-59",57,39500000
"20-29",22,21000000
"20-29",20,20000000
"30-39",36,48000000
"30-39",32,47500000
"20-29",22,18500000
"60-69",66,18500000
"30-39",39,73000000
"30-39",35,54000000
"50-59",52,36500000
"20-29",21,21500000
"40-49",43,42000000
"20-29",27,68000000
"60-69",65,23500000
"70-79",75,15000000
"40-49",49,50000000
"60-69",63,49500000
"30-39",36,22000000
"30-39",38,63000000
"20-29",26,57500000
"40-49",47,30000000
"70-79",71,22000000
"80-",84,24500000
"30-39",37,49000000
"70-79",71,37500000
"50-59",55,27000000
"30-39",33,27000000
"20-29",28,49000000
"20-29",29,47500000
"20-29",24,12500000
"30-39",31,53000000
"80-",88,27500000
"30-39",34,63000000
"20-29",23,9500000
"20-29",23,18500000
"30-39",38,49500000
"60-69",69,24000000
"70-79",77,27000000
"20-29",22,11500000
"70-79",79,12500000
"30-39",31,50000000
"50-59",52,38500000
"20-29",29,42000000
"20-29",28,29000000
"40-49",47,29500000
"30-39",39,25500000
"30-39",37,33000000
"60-69",60,51000000
"80-",88,28500000
"20-29",23,19000000
"40-49",49,57500000
"30-39",31,44500000
"30-39",36,43000000
"30-39",35,48500000
"50-59",57,28500000
"60-69",61,19500000
"50-59",52,500000
"20-29",22,14500000
"20-29",22,13500000
"20-29",21,15500000
"70-79",78,35500000
"60-69",60,55500000
"40-49",49,38000000
"40-49",46,54000000
"40-49",40,37000000
"50-59",54,43000000
"70-79",71,38000000
"40-49",48,51000000
"40-49",43,47500000
"20-29",21,10500000
"60-69",69,27500000
"80-",81,33000000
"50-59",56,38500000
"60-69",66,34000000
"30-39",34,30500000
"40-49",40,43500000
"50-59",59,39500000
"40-49",42,38000000
"20-29",24,21500000
"20-29",26,37500000
"70-79",75,34500000
"70-79",78,27000000
"40-49",49,45000000
"30-39",32,53000000
"60-69",67,16000000
"30-39",32,51000000
"40-49",42,18500000
"70-79",72,29500000
"50-59",52,38000000
"20-29",21,16500000
"60-69",69,31000000
"20-29",25,55000000
"30-39",30,47500000
"30-39",38,41000000
"20-29",25,72000000
"20-29",20,15500000
"50-59",57,30000000
"60-69",64,31000000
"20-29",23,15500000
"60-69",69,16500000
"60-69",63,45000000
"30-39",34,56000000
"20-29",28,23500000
"30-39",37,23500000
"50-59",55,15000000
"30-39",36,50000000
"40-49",44,42500000
"30-39",36,22000000
"40-49",42,68500000
"20-29",28,43000000
"20-29",26,71000000
"30-39",34,50000000
"50-59",58,49500000
"10-19",18,5000000
"20-29",26,65000000
"60-69",64,39500000
"50-59",57,31000000
"30-39",34,55500000
"20-29",28,49000000
"50-59",50,30500000
"60-69",60,33000000
"60-69",67,34500000
"20-29",23,27000000
"20-29",26,39000000
"20-29",24,25000000
"30-39",39,43500000
"30-39",30,66500000
"20-29",26,74500000
"40-49",45,21500000
"60-69",68,16500000
"50-59",51,52500000
"10-19",19,10500000
"20-29",28,53000000
"30-39",38,30500000
"50-59",50,52500000
"30-39",30,58000000
"30-39",39,68000000
"20-29",29,62500000
"60-69",67,35500000
"20-29",29,60500000
"50-59",59,39500000
"40-49",41,25000000
"60-69",66,20500000
"40-49",42,31500000
"20-29",26,60000000
"10-19",19,13000000
"40-49",46,37000000
"30-39",38,43500000
"30-39",34,64500000
"50-59",55,40500000
"30-39",33,31500000
"30-39",39,38500000
"30-39",36,39000000
"20-29",28,54500000
"60-69",67,44500000
"20-29",21,11000000
"40-49",42,59000000
"30-39",39,36000000
"30-39",39,50500000
"20-29",22,19000000
"40-49",47,19500000
"40-49",43,53000000
"50-59",55,32500000
"20-29",23,13000000
"30-39",37,59500000
"20-29",23,15000000
"50-59",57,35000000
"20-29",21,17000000
"30-39",37,15500000
"50-59",57,21000000
"20-29",26,49500000
"40-49",42,37000000
"60-69",64,51500000
"30-39",37,36000000
"70-79",72,21000000
"50-59",56,39500000
"80-",84,38500000
"80-",82,20500000
"20-29",26,53000000
"20-29",23,23500000
"30-39",34,36500000
"20-29",24,19500000
"40-49",43,30500000
"10-19",19,19500000
"60-69",65,38000000
"70-79",71,27500000
"50-59",54,53500000
"50-59",52,35000000
"20-29",24,17000000
"40-49",44,44500000
"60-69",61,40500000
"30-39",30,86500000
"50-59",54,32000000
"20-29",20,18000000
"40-49",49,36500000
"30-39",33,20000000
"30-39",32,57500000
"30-39",34,63000000
"30-39",38,32000000
"20-29",21,22500000
"30-39",33,36500000
"20-29",23,17000000
"70-79",70,17500000
"70-79",76,16500000
"40-49",44,44000000
"50-59",57,27000000
"40-49",42,49500000
"30-39",35,55000000
"20-29",24,16000000
"20-29",21,21500000
"50-59",51,30000000
"20-29",26,42000000
"30-39",34,71500000
"20-29",27,51000000
"40-49",46,29500000
"50-59",54,30500000
"40-49",43,35000000
"10-19",18,18500000
"50-59",56,33500000
"40-49",45,50500000
"40-49",41,51000000
"80-",83,21500000
"50-59",57,34500000
"60-69",62,24000000
"60-69",63,21000000
"50-59",51,41000000
"50-59",59,49000000
"30-39",31,39500000
"50-59",59,35000000
"60-69",63,46500000
"40-49",43,61500000
"20-29",22,17000000
"20-29",22,26000000
"40-49",45,47500000
"30-39",35,58000000
"20-29",26,45500000
"30-39",30,42000000
"30-39",39,29500000
"30-39",39,34000000
"20-29",28,48500000
"50-59",56,32000000
"40-49",49,30500000
"40-49",47,41500000
"50-59",54,14500000
"40-49",44,52500000
"20-29",26,51500000
"50-59",58,37000000
"30-39",36,61500000
"30-39",38,44000000
"60-69",69,24500000
"60-69",65,32000000
"30-39",38,37500000
"70-79",72,25500000
"60-69",69,24000000
"20-29",23,22000000
"20-29",25,67500000
"30-39",31,68000000
"20-29",29,33000000
"20-29",28,58000000
"50-59",53,50500000
"30-39",38,50500000
"20-29",29,64000000
"20-29",25,36000000
"40-49",47,38000000
"70-79",79,27000000
"20-29",20,19000000
"50-59",51,30000000
"20-29",25,54000000
"20-29",27,40500000
"80-",83,30000000
"40-49",42,18000000
"70-79",73,37000000
"20-29",24,16500000
"70-79",74,16500000
"40-49",40,40000000
"20-29",28,52000000
"30-39",30,26000000
"30-39",32,52500000
"80-",87,30000000
"20-29",24,17000000
"30-39",31,67500000
"30-39",36,46000000
"40-49",40,32500000
"20-29",27,54000000
"60-69",68,24500000
"50-59",52,36000000
"30-39",31,24000000
"60-69",65,19500000
"30-39",36,44000000
"30-39",37,45000000
"60-69",62,36500000
"30-39",31,48500000
"30-39",38,42500000
"50-59",55,44000000
"40-49",45,26000000
"20-29",22,10000000
"20-29",26,38500000
"20-29",24,6500000
"70-79",75,26000000
"40-49",48,40500000
"20-29",29,34500000
"50-59",53,38500000
"40-49",42,44000000
"50-59",54,48500000
"40-49",44,43000000
"30-39",31,32000000
"60-69",61,29000000
"60-69",68,24500000
"20-29",25,47500000
"60-69",60,31500000
"30-39",39,36000000
"30-39",39,16500000
"40-49",40,52000000
"20-29",26,56000000
"70-79",74,29000000
"20-29",23,4000000
"20-29",29,53000000
"40-49",40,32000000
"70-79",76,38000000
"60-69",60,43500000
"20-29",24,24000000
"40-49",46,23500000
"20-29",29,57000000
"70-79",72,34000000
"20-29",27,47000000
"20-29",23,16000000
"40-49",46,33000000
"40-49",42,66000000
"60-69",65,16000000
"20-29",22,21500000
"20-29",26,48500000
"50-59",54,49500000
"30-39",36,40500000
"50-59",50,58000000
"50-59",53,43000000
"30-39",31,58000000
"20-29",29,57000000
"40-49",40,26000000
"40-49",41,28000000
"40-49",49,59000000
"40-49",42,29000000
"30-39",39,60500000
"20-29",27,65000000
"50-59",51,30500000
"20-29",28,48500000
"30-39",34,37500000
"30-39",34,60500000
"30-39",37,39000000
"30-39",38,41000000
"60-69",67,18000000
"20-29",25,27500000
"30-39",38,42500000
"30-39",30,16000000
"20-29",26,43000000
"80-",84,23500000
"20-29",21,14500000
"20-29",28,49000000
"20-29",20,17500000
"20-29",24,23500000
"60-69",66,23500000
"30-39",33,33500000
"40-49",47,29000000
"50-59",54,35000000
"20-29",21,15000000
"20-29",25,59000000
"60-69",69,20500000
"40-49",47,49500000
"40-49",44,22000000
"20-29",27,73000000
"20-29",25,39000000
"50-59",58,33500000
"20-29",21,11500000
"20-29",23,25500000
"70-79",74,23000000
"20-29",29,32500000
"30-39",34,45500000
"50-59",54,59500000
"20-29",23,24000000
"20-29",23,17000000
"50-59",58,38000000
"30-39",35,65500000
"50-59",52,23000000
"50-59",55,48500000
"30-39",35,25500000
"30-39",36,53000000
"60-69",69,24000000
"50-59",59,39000000
"40-49",48,31500000
"20-29",23,12000000
"50-59",52,43500000
"10-19",19,14000000
"30-39",38,51000000
"30-39",33,38500000
"40-49",42,42000000
"50-59",53,25000000
"20-29",20,18000000
"50-59",54,20500000
"50-59",56,32500000
"20-29",26,41500000
"50-59",57,16500000
"60-69",61,27000000
"50-59",59,47500000
"40-49",48,41000000
"70-79",76,30500000
"20-29",28,47500000
"40-49",49,47000000
"50-59",56,50000000
"50-59",57,30000000
"30-39",33,39500000
"60-69",69,37000000
"70-79",75,23500000
"60-69",64,37000000
"30-39",31,33500000
"50-59",56,38500000
"50-59",57,48500000
"20-29",27,54000000
"50-59",58,54000000
"30-39",39,31500000
"20-29",21,18500000
"20-29",24,12000000
"60-69",63,46500000
"40-49",41,42000000
"40-49",41,46000000
"50-59",57,40000000
"50-59",54,29500000
"50-59",56,49500000
"50-59",55,50000000
"20-29",21,13500000
"30-39",37,36500000
"10-19",19,17000000
"50-59",56,41000000
"70-79",72,23500000
"50-59",52,20000000
"20-29",20,19500000
"20-29",26,76500000
"40-49",48,38000000
"50-59",57,37000000
"40-49",45,41500000
"50-59",51,52000000
"30-39",37,45000000
"30-39",37,66000000
"50-59",58,40500000
"20-29",24,20000000
"80-",87,24000000
"40-49",46,53000000
"20-29",28,34500000
"30-39",33,52000000
"20-29",27,48000000
"20-29",21,16000000
"40-49",48,42000000
"20-29",23,18000000
"20-29",27,45500000
"30-39",30,53500000
"40-49",47,46500000
"20-29",27,38500000
"30-39",30,41000000
"40-49",49,42000000
"40-49",44,28000000
"60-69",65,16500000
"20-29",22,14000000
"40-49",43,50500000
"40-49",45,58500000
"40-49",42,16500000
"20-29",23,29500000
"60-69",61,23000000
"10-19",19,17500000
"80-",85,20000000
"60-69",64,39500000
"80-",86,33000000
"30-39",35,39500000
"30-39",35,35500000
"20-29",26,39000000
"40-49",44,69000000
"20-29",23,13000000
"40-49",48,40000000
"60-69",62,49000000
"30-39",37,39000000
"50-59",54,31000000
"20-29",21,11000000
"50-59",54,20000000
"50-59",57,38500000
"70-79",79,28500000
"50-59",50,44000000
"20-29",25,44000000
"10-19",19,19500000
"30-39",30,63500000
"20-29",22,9500000
"40-49",48,34500000
"20-29",27,46500000
"30-39",33,58000000
"20-29",22,17500000
"30-39",33,38000000
"40-49",45,41000000
"20-29",24,24500000
"40-49",47,23500000
"60-69",60,40500000
"30-39",30,26000000
"20-29",29,54000000
"30-39",30,53000000
"30-39",36,41500000
"40-49",40,50000000
"30-39",37,50000000
"60-69",62,25500000
"40-49",48,41500000
"50-59",52,41000000
"30-39",37,41500000
"10-19",19,17500000
"20-29",21,18500000
"30-39",37,40000000
"70-79",78,30500000
"30-39",39,39500000
"20-29",28,52000000
"70-79",78,33500000
"20-29",24,18500000
"20-29",29,38000000
"50-59",52,24500000
"40-49",40,35000000
"50-59",59,42500000
"30-39",33,33000000
"30-39",39,46000000
"40-49",40,54500000
"70-79",71,18000000
"30-39",31,40000000
"30-39",39,56000000
"50-59",56,38000000
"20-29",21,25500000
"20-29",23,15500000
"50-59",50,52500000
"30-39",33,66500000
"10-19",19,28000000
"20-29",26,34000000
"20-29",23,27000000
"30-39",37,41000000
"40-49",49,33500000
"80-",87,34500000
"40-49",42,43000000
"40-49",43,16500000
"20-29",23,19500000
"40-49",49,45500000
"30-39",38,43500000
"30-39",36,25500000
"20-29",23,14000000
"20-29",22,22000000
"20-29",27,38000000
"50-59",51,19500000
"20-29",24,18000000
"20-29",29,62000000
"50-59",52,38500000
"40-49",42,60500000
"20-29",21,18000000
"30-39",35,33000000
"40-49",47,50500000
"20-29",20,21000000
"40-49",43,43000000
"30-39",34,70500000
"40-49",46,51500000
"70-79",72,31500000
"30-39",31,11000000
"20-29",24,24000000
"30-39",35,37000000
"30-39",30,41500000
"30-39",39,49500000
"70-79",78,28500000
"20-29",28,71500000
"20-29",25,62500000
"50-59",51,31000000
"40-49",49,28000000
"30-39",31,58500000
"60-69",68,14500000
"30-39",36,37500000
"20-29",20,25000000
"20-29",28,56000000
"20-29",28,53000000
"50-59",58,35000000
"30-39",31,78500000
"20-29",26,42000000
"60-69",64,52000000
"70-79",78,25000000
"20-29",26,52000000
"50-59",57,19500000
"40-49",42,56500000
"20-29",20,17000000
"40-49",45,46000000
"50-59",57,47000000
"60-69",63,44000000
"70-79",70,30000000
"60-69",60,44000000
"10-19",19,21000000
"20-29",27,74000000
"20-29",27,32000000
"20-29",20,14500000
"50-59",50,49500000
"10-19",18,19500000
"60-69",66,25500000
"60-69",61,33500000
"20-29",24,11500000
"50-59",55,33500000
"30-39",39,80500000
"20-29",20,12500000
"20-29",26,76500000
"50-59",53,43000000
"60-69",67,26000000
"30-39",30,47000000
"20-29",21,13500000
"50-59",53,58000000
"70-79",73,34000000
"50-59",54,29500000
"30-39",32,48500000
"30-39",30,60000000
"60-69",65,24000000
"30-39",39,68000000
"30-39",35,53500000
"70-79",70,25500000
"80-",80,22000000
"40-49",41,45500000
"50-59",56,41000000
"30-39",35,48000000
